species,family,order,has_specimen,trnLF completed?,ITS completed?,rpl16 completed?,trnK-matK completed?
Leiocolea gillmanii,Jungermanniaceae,Jungermanniales,false,false,false,false,false
Leiocolea heterocolpos,Jungermanniaceae,Jungermanniales,true,false,false,false,false
Lophozia herzogiana,Scapaniaceae,Jungermanniales,false,false,false,false,false
Marsupella brevissima,Gymnomitriacae,Jungermanniales,true,false,false,false,false
Marsupella funckii,Gymnomitriacae,Jungermanniales,true,false,false,false,false
Marsupella funckii,Gymnomitriacae,Jungermanniales,false,false,false,false,false
Leiocolea rutheana,Jungermanniaceae,Jungermanniales,false,false,false,false,false
Leiocolea turbinata,Jungermanniaceae,Jungermanniales,false,false,false,false,false
Lejeunea cavifolia,Lejeuneaceae,Porellales,true,true,false,false,false
Lejeunea lamacerina,Lejeuneaceae,Porellales,false,false,false,false,false
Lepidozia cupressina,Lepidoziaceae,Jungermanniales,true,true,false,false,false
Liochlaena leiantha,Jungermanniaceae,Jungermanniales,true,true,false,true,false
Liochlaena subulata,Jungermanniaceae,Jungermanniales,true,false,false,false,false
Lophocolea bidentata,Lophocoleaceae,Jungermanniales,true,false,false,false,false
Lophocolea fragrans,Lophocoleaceae,Jungermanniales,false,false,false,false,false
Lophocolea minor,Lophocoleaceae,Jungermanniales,true,true,false,true,false
Lophocolea semiteres,Lophocoleaceae,Jungermanniales,false,false,false,false,false
Lophozia ascendens,Scapaniaceae,Jungermanniales,true,false,false,false,false
Lophozia bicrenata,Scapaniaceae,Jungermanniales,true,true,false,true,false
Lophozia capitata,Scapaniaceae,Jungermanniales,false,false,false,false,false
Lophozia debiliformis,Scapaniaceae,Jungermanniales,false,false,false,false,false
Lophozia grandiretis,Scapaniaceae,Jungermanniales,true,false,false,false,false
Lophozia incisa,Scapaniaceae,Jungermanniales,true,true,false,true,false
Lophozia laxa,Scapaniaceae,Jungermanniales,false,false,false,false,false
Lophozia longiflora,Scapaniaceae,Jungermanniales,true,false,false,false,false
Lophozia obtusa,Scapaniaceae,Jungermanniales,true,false,false,false,false
Lophozia perssonii,Scapaniaceae,Jungermanniales,true,false,false,false,false
Lophozia sudetica,Scapaniaceae,Jungermanniales,true,true,false,true,false
Lophozia ventricosa,Scapaniaceae,Jungermanniales,true,true,false,true,false
Lunularia cruciata,Lunulariaceae,Lunulariales,true,true,true,true,false
Mannia fragrans,Aytoniaceae,Marchantiales,false,false,false,false,false
Mannia pilosa,Aytoniaceae,Marchantiales,false,false,false,false,false
Mannia triandra,Aytoniaceae,Marchantiales,false,false,false,false,false
Marsupella adusta,Gymnomitriacae,Jungermanniales,false,false,false,false,false
Marsupella emarginata,Gymnomitriacae,Jungermanniales,true,true,false,false,false
Marsupella ramosa,Gymnomitriacae,Jungermanniales,false,false,false,false,false
Marsupella sparsifolia,Gymnomitriacae,Jungermanniales,true,false,false,false,false
Poa badensis,Poaceae,Poales,true,true,true,true,false
Marsupella sphacelata,Gymnomitriacae,Jungermanniales,true,false,false,false,false
Marsupella sprucei,Gymnomitriacae,Jungermanniales,false,false,false,false,false
Metzgeria conjugata,Metzgeriaceae,Metzgeriales,true,false,false,false,false
Metzgeria furcata,Metzgeriaceae,Metzgeriales,true,false,false,false,false
Metzgeria pubescens,Metzgeriaceae,Metzgeriales,true,true,true,true,true
Metzgeria simplex,Metzgeriaceae,Metzgeriales,false,false,false,false,false
Metzgeria temperata,Metzgeriaceae,Metzgeriales,false,false,false,false,false
Microlejeunea ulicina,Lejeuneaceae,Porellales,true,false,false,false,false
Moerckia blyttii,Moerckiaceae,Pallaviciniales,true,false,false,false,false
Moerckia hibernica,Moerckiaceae,Pallaviciniales,true,false,false,false,false
Riccia michelii,Ricciaceae,Marchantiales,false,false,false,false,false
Marchantia polymorpha,Marchantiaceae,Marchantiales,true,false,false,false,false
Nardia breidleri,Gymnomitriacae,Jungermanniales,true,false,false,false,false
Nardia compressa,Gymnomitriacae,Jungermanniales,true,true,false,true,false
Nardia insecta,Gymnomitriacae,Jungermanniales,false,false,false,false,false
Nardia scalaris,Gymnomitriacae,Jungermanniales,true,false,false,true,false
Apopellia endiviifolia,Pelliaceae,Pelliales,true,false,false,false,false
Riccia crozalsii,Ricciaceae,Marchantiales,false,false,false,false,false
Riccia gothica,Ricciaceae,Marchantiales,true,true,false,false,false
Amblystegium serpens,Amblystegiaceae,Hypnales,true,true,true,false,false
Mylia taylorii,Myliaceae,Jungermanniales,true,true,false,true,false
Nowellia curvifolia,Cephaloziaceae,Jungermanniales,true,false,false,false,false
Odontoschisma denudatum,Cephaloziaceae,Jungermanniales,true,true,true,true,false
Odontoschisma macounii,Cephaloziaceae,Jungermanniales,true,false,false,false,false
Odontoschisma sphagni,Cephaloziaceae,Jungermanniales,true,false,false,false,false
Pallavicinia lyellii,Pallaviciniaceae,Pallaviciniales,false,false,false,false,false
Pedinophyllum interruptum,Plagiochilaceae,Jungermanniales,true,true,true,true,true
Pellia borealis,Pelliaceae,Pelliales,false,false,false,false,false
Pellia epiphylla,Pelliaceae,Pelliales,true,false,false,false,false
Pellia neesiana,Pelliaceae,Pelliales,true,false,false,false,false
Catapodium rigidum,Poaceae,Poales,false,false,false,false,false
Plagiochila asplenioides,Plagiochilaceae,Jungermanniales,true,true,false,false,false
Plagiochila britannica,Plagiochilaceae,Jungermanniales,false,false,false,false,false
Plagiochila porelloides,Plagiochilaceae,Jungermanniales,true,false,false,false,false
Plagiochila punctata,Plagiochilaceae,Jungermanniales,false,false,false,false,false
Pleurocladula albescens,Cephaloziaceae,Jungermanniales,true,false,false,false,false
Porella cordaeana,Porellaceae,Porellales,true,true,true,true,false
Porella pinnata,Porellaceae,Porellales,false,false,false,false,false
Porella platyphylla,Porellaceae,Porellales,true,true,true,true,false
Preissia quadrata,Marchantiaceae,Marchantiales,true,true,true,true,true
Ptilidium ciliare,Ptilidiaceae,Ptilidiales,false,false,false,false,false
Ptilidium pulcherrimum,Ptilidiaceae,Ptilidiales,true,true,true,true,true
Radula complanata,Radulaceae,Porellales,true,true,true,true,true
Reboulia hemisphaerica,Aytoniaceae,Marchantiales,true,true,false,true,true
Riccardia chamedryfolia,Aneuraceae,Metzgeriales,true,false,false,false,false
Riccardia incurvata,Aneuraceae,Metzgeriales,true,true,false,true,false
Riccardia latifrons,Aneuraceae,Metzgeriales,true,false,false,false,false
Riccardia multifida,Aneuraceae,Metzgeriales,true,false,false,false,false
Poa nemoralis,Poaceae,Poales,true,true,true,true,false
Riccardia palmata,Aneuraceae,Metzgeriales,true,false,false,false,false
Riccia bifurca,Ricciaceae,Marchantiales,true,true,false,false,false
Riccia canaliculata,Ricciaceae,Marchantiales,true,false,false,false,false
Riccia cavernosa,Ricciaceae,Marchantiales,true,true,false,false,false
Riccia ciliata,Ricciaceae,Marchantiales,true,true,false,false,false
Riccia ciliifera,Ricciaceae,Marchantiales,false,false,false,false,false
Riccia fluitans,Ricciaceae,Marchantiales,true,true,true,false,false
Riccia huebeneriana,Ricciaceae,Marchantiales,true,true,false,false,false
Riccia intumescens,Ricciaceae,Marchantiales,false,false,false,false,false
Riccia ligula,Ricciaceae,Marchantiales,false,false,false,false,false
Riccia papillosa,Ricciaceae,Marchantiales,false,false,false,false,false
Riccia trabutiana,Ricciaceae,Marchantiales,false,false,false,false,false
Scapania gracilis,Scapaniaceae,Jungermanniales,false,false,false,false,false
Scapania massalongi,Scapaniaceae,Jungermanniales,false,false,false,false,false
Scapania parvifolia,Scapaniaceae,Jungermanniales,false,false,false,false,false
Andreaea rupestris,Andreaeaceae,Andreaeales,true,true,false,true,false
Riccia sorocarpa,Ricciaceae,Marchantiales,true,true,true,false,false
Riccia subbifurca,Ricciaceae,Marchantiales,true,true,false,false,false
Riccia warnstorfii,Ricciaceae,Marchantiales,true,true,true,false,false
Ricciocarpos natans,Ricciaceae,Marchantiales,true,true,false,true,false
Sauteria alpina,Cleveaceae,Marchantiales,true,false,false,false,false
Scapania apiculata,Scapaniaceae,Jungermanniales,true,true,false,true,false
Scapania aspera,Scapaniaceae,Jungermanniales,true,true,false,true,false
Scapania calcicola,Scapaniaceae,Jungermanniales,true,true,false,false,false
Scapania carinthiaca,Scapaniaceae,Jungermanniales,false,false,false,false,false
Scapania compacta,Scapaniaceae,Jungermanniales,true,true,false,false,false
Scapania curta,Scapaniaceae,Jungermanniales,true,true,false,false,false
Scapania glaucocephala,Scapaniaceae,Jungermanniales,false,false,false,false,false
Scapania gymnostomophila,Scapaniaceae,Jungermanniales,true,true,false,true,false
Scapania helvetica,Scapaniaceae,Jungermanniales,false,false,false,false,false
Scapania lingulata,Scapaniaceae,Jungermanniales,true,true,false,true,false
Castanea sativa,Fagaceae,Fagales,true,false,false,false,false
Centaurea nigra,Asteraceae,Asterales,false,false,false,false,false
Centaurea calcitrapa,Asteraceae,Asterales,false,false,false,false,false
Centaurea decipiens,Asteraceae,Asterales,false,false,false,false,false
Centaurea montana,Asteraceae,Asterales,false,false,false,false,false
Centaurea nigra,Asteraceae,Asterales,false,false,false,false,false
Centaurea nigra,Asteraceae,Asterales,false,false,false,false,false
Catapodium rigidum,Poaceae,Poales,false,false,false,false,false
Scapania mucronata,Scapaniaceae,Jungermanniales,true,false,false,false,false
Scapania nemorea,Scapaniaceae,Jungermanniales,true,true,false,true,false
Scapania paludicola,Scapaniaceae,Jungermanniales,true,true,false,true,false
Scapania paludosa,Scapaniaceae,Jungermanniales,true,false,false,false,false
Scapania praetervisa,Scapaniaceae,Jungermanniales,true,false,false,false,false
Scapania scandica,Scapaniaceae,Jungermanniales,true,false,false,false,false
Scapania uliginosa,Scapaniaceae,Jungermanniales,true,true,false,false,false
Scapania umbrosa,Scapaniaceae,Jungermanniales,true,false,false,true,false
Scapania undulata,Scapaniaceae,Jungermanniales,true,true,false,true,false
Solenostoma atrovirens,Solenostomataceae,Jungermanniales,true,false,false,false,false
Solenostoma boreale,Solenostomataceae,Jungermanniales,false,false,false,false,false
Solenostoma caespiticium,Solenostomataceae,Jungermanniales,true,false,false,false,false
Claytonia perfoliata,Portulacaceae,Caryophyllales,true,true,true,true,false
Solenostoma confertissimum,Solenostomataceae,Jungermanniales,true,false,false,false,false
Solenostoma gracillimum,Solenostomataceae,Jungermanniales,true,false,false,false,false
Solenostoma pumilum,Solenostomataceae,Jungermanniales,true,true,false,false,false
Sphaerocarpos michelii,Sphaerocarpaceae,Sphaerocarpales,true,true,false,true,false
Sphaerocarpos texanus,Sphaerocarpaceae,Sphaerocarpales,false,false,false,false,false
Syzygiella autumnalis,Adelanthaceae,Jungermanniales,true,true,true,true,true
Targionia hypophylla,Targioniaceae,Marchantiales,false,false,false,false,false
Tetralophozia setiformis,Scapaniaceae,Jungermanniales,true,true,false,true,false
Tritomaria exsecta,Scapaniaceae,Jungermanniales,true,false,false,false,false
Tritomaria exsectiformis,Scapaniaceae,Jungermanniales,true,true,false,false,false
Tritomaria polita,Scapaniaceae,Jungermanniales,true,false,false,false,false
Tritomaria quinquedentata,Scapaniaceae,Jungermanniales,true,true,false,true,false
Tritomaria scitula,Scapaniaceae,Jungermanniales,false,false,false,false,false
Carlina vulgaris,Asteraceae,Asterales,false,false,false,false,false
Centaurea preissmannii,Asteraceae,Asterales,false,false,false,false,false
Centaurea solstitialis,Asteraceae,Asterales,false,false,false,false,false
Centaurea stoebe,Asteraceae,Asterales,false,false,false,false,false
Centaurea stenolepis,Asteraceae,Asterales,false,false,false,false,false
Cerastium alpinum,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Centaurea triumfettii,Asteraceae,Asterales,false,false,false,false,false
Cerastium alpinum,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Cerastium alpinum,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Cerastium arvense,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Centaurea jacea,Asteraceae,Asterales,true,true,true,true,false
Centaurea scabiosa,Asteraceae,Asterales,true,false,true,true,false
Carlina vulgaris,Compositae,,true,true,true,true,false
Centaurea cyanus,Asteraceae,Asterales,true,true,true,true,true
Centaurea thuillieri,Asteraceae,Asterales,true,true,true,true,false
Cerastium arvense,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Centaurea australis,Asteraceae,Asterales,true,true,true,true,false
Centaurea timbalii,Asteraceae,Asterales,true,false,false,true,false
Centaurea nigrescens,Asteraceae,Asterales,true,false,false,false,false
Cerastium brachypetalum,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Cerastium fontanum,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Cerastium holosteoides,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Cerastium fontanum,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Chenopodium ficifolium,Chenopodiaceae,Caryophyllales,true,true,true,true,false
Cerastium latifolium,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Cerastium uniflorum,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Chenopodium chenopodioides,Chenopodiaceae,Caryophyllales,false,false,false,false,false
Centaurea scabiosa,Asteraceae,Asterales,false,false,false,false,false
Chenopodium strictum,Chenopodiaceae,Caryophyllales,false,false,false,false,false
Chenopodium suecicum,Chenopodiaceae,Caryophyllales,false,false,false,false,false
Chenopodium vulvaria,Chenopodiaceae,Caryophyllales,false,false,false,false,false
Chondrilla chondrilloides,Asteraceae,Asterales,false,false,false,false,false
Centaurea phrygia,Asteraceae,Asterales,false,false,false,false,false
Cicerbita plumieri,Asteraceae,Asterales,false,false,false,false,false
Cirsium acaulon,Asteraceae,Asterales,false,false,false,false,false
Cirsium dissectum,Asteraceae,Asterales,false,false,false,false,false
Cirsium eriophorum,Asteraceae,Asterales,false,false,false,false,false
Corispermum marschallii,Chenopodiaceae,Caryophyllales,false,false,false,false,false
Cirsium spinosissimum,Asteraceae,Asterales,false,false,false,false,false
Cirsium vulgare,Asteraceae,Asterales,false,false,false,false,false
Coleanthus subtilis,Poaceae,Poales,false,false,false,false,false
Chenopodium bonus-henricus,Chenopodiaceae,Caryophyllales,true,true,true,true,false
Chenopodium polyspermum,Chenopodiaceae,Caryophyllales,true,true,true,true,false
Chenopodium lobodontum,Chenopodiaceae,Caryophyllales,true,true,false,false,false
Chenopodium murale,Chenopodiaceae,Caryophyllales,true,true,true,true,false
Chenopodium urbicum,Chenopodiaceae,Caryophyllales,true,true,false,false,false
Cerastium diffusum,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Comarum palustre,Rosaceae,Rosales,true,false,false,false,false
Cerastium lucorum,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Centaurea scabiosa,Compositae,,true,true,true,true,true
Cirsium vulgare,Compositae,,true,true,true,true,false
Cirsium tuberosum,Asteraceae,Asterales,true,true,true,true,false
Chenopodium rubrum,Chenopodiaceae,Caryophyllales,true,true,true,true,false
Cirsium rivulare,Asteraceae,Asterales,true,true,true,true,false
Cerastium holosteoides,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Chondrilla juncea,Asteraceae,Asterales,true,false,false,false,false
Cerastium semidecandrum,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Corylus avellana,Betulaceae,Fagales,true,true,true,true,false
Cerastium tomentosum,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Corrigiola litoralis,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Claytonia perfoliata,Portulacaceae,Caryophyllales,true,false,false,false,false
Cerastium glutinosum,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Centaurea pannonica,Asteraceae,Asterales,true,true,true,true,false
Chenopodium hybridum,Chenopodiaceae,Caryophyllales,true,true,true,false,false
Cirsium eriophorum,Compositae,,true,true,true,true,false
Chenopodium pedunculare,Chenopodiaceae,Caryophyllales,true,true,false,false,false
Cladium mariscus,Cyperaceae,Poales,true,true,false,false,false
Cerastium pumilum,Caryophyllaceae,Caryophyllales,true,false,false,true,false
Cirsium canum,Asteraceae,Asterales,true,false,false,false,false
Cirsium spinosissimum,Compositae,,true,true,true,true,true
Cerastium cerastoides,Caryophyllaceae,Caryophyllales,true,false,true,true,false
Chenopodium ficifolium,Chenopodiaceae,Caryophyllales,true,false,false,false,false
Cotoneaster acutifolius,Rosaceae,Rosales,false,false,false,false,false
Cotoneaster ambiguus,Rosaceae,Rosales,false,false,false,false,false
Cotoneaster dielsianus,Rosaceae,Rosales,false,false,false,false,false
Cotoneaster divaricatus,Rosaceae,Rosales,false,false,false,false,false
Cotoneaster tomentosus,Rosaceae,Rosales,false,false,false,false,false
Crataegus calycina,Rosaceae,Rosales,false,false,false,false,false
Crataegus domicensis,Rosaceae,Rosales,false,false,false,false,false
Crataegus dunensis,Rosaceae,Rosales,false,false,false,false,false
Crataegus media,Rosaceae,Rosales,false,false,false,false,false
Crataegus rhipidophylla,Rosaceae,Rosales,false,false,false,false,false
Crepis jacquinii,Asteraceae,Asterales,false,false,false,false,false
Anomobryum concinnatum,Bryaceae,Bryales,true,false,false,false,false
Crepis jacquinii,Asteraceae,Asterales,false,false,false,false,false
Crepis mollis,Asteraceae,Asterales,false,false,false,false,false
Cicerbita macrophylla,Asteraceae,Asterales,false,false,false,false,false
Cicerbita macrophylla,Asteraceae,Asterales,false,false,false,false,false
Crepis tectorum,Asteraceae,Asterales,false,false,false,false,false
Crepis terglouensis,Asteraceae,Asterales,false,false,false,false,false
Cyperus longus,Cyperaceae,Poales,false,false,false,false,false
Crepis vesicaria,Asteraceae,Asterales,false,false,false,false,false
Cyperus longus,Cyperaceae,Poales,false,false,false,false,false
Dactylis glomerata,Poaceae,Poales,false,false,false,false,false
Danthonia decumbens,Poaceae,Poales,true,true,false,true,false
Danthonia alpina,Poaceae,Poales,false,false,false,false,false
Deschampsia cespitosa,Poaceae,Poales,false,false,false,false,false
Dianthus armeria,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Deschampsia littoralis,Poaceae,Poales,false,false,false,false,false
Deschampsia media,Poaceae,Poales,false,false,false,false,false
Crepis pulchra,Asteraceae,Asterales,true,true,false,true,false
Cotula coronopifolia,Asteraceae,Asterales,true,false,false,false,false
Cotoneaster integerrimus,Rosaceae,Rosales,true,true,false,true,false
Cirsium palustre,Asteraceae,Asterales,true,true,true,true,false
Cirsium arvense,Asteraceae,Asterales,true,true,false,true,false
Cyperus flavescens,Cyperaceae,Poales,true,false,false,false,false
Crepis capillaris,Asteraceae,Asterales,true,true,true,true,false
Deschampsia cespitosa,Gramineae,,true,true,true,true,false
Cynosurus cristatus,Poaceae,Poales,true,true,true,true,false
Crataegus macrocarpa,Rosaceae,Rosales,true,true,false,true,false
Cyperus esculentus,Cyperaceae,Poales,true,true,false,false,false
Crataegus subsphaerica,Rosaceae,Rosales,true,true,false,true,false
Deschampsia flexuosa,Poaceae,Poales,true,true,true,true,false
Dactylis glomerata,Gramineae,,true,true,true,true,false
Danthonia decumbens,Gramineae,,true,true,true,true,false
Crataegus laevigata,Rosaceae,Rosales,true,true,false,false,false
Crataegus monogyna,Rosaceae,Rosales,true,true,true,false,false
Cyperus fuscus,Cyperaceae,Poales,true,false,true,false,false
Crepis praemorsa,Asteraceae,Asterales,true,false,false,false,false
Crepis biennis,Asteraceae,Asterales,true,true,false,true,false
Crepis setosa,Asteraceae,Asterales,true,false,false,false,false
Crepis mollis,Compositae,,true,true,true,true,false
Dactylis polygama,Poaceae,Poales,true,true,true,false,false
Dactylis glomerata,Poaceae,Poales,true,false,false,false,false
Deschampsia cespitosa,Poaceae,Poales,true,false,false,false,false
Crepis foetida,Asteraceae,Asterales,true,false,false,false,false
Dianthus arenarius,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Dianthus armeria,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Dianthus carthusianorum,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Dianthus deltoides,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Dianthus superbus,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Dianthus superbus,Caryophyllaceae,Caryophyllales,true,false,true,false,false
Dianthus superbus,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Dianthus sylvestris,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Digitaria sanguinalis,Poaceae,Poales,false,false,false,false,false
Dianthus sylvestris,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Digitaria sanguinalis,Poaceae,Poales,false,false,false,false,false
Crepis tectorum,Asteraceae,Asterales,false,false,false,false,false
Crepis pontana,Asteraceae,Asterales,false,false,false,false,false
Doronicum austriacum,Asteraceae,Asterales,false,false,false,false,false
Crepis vesicaria,Asteraceae,Asterales,false,false,false,false,false
Drymocallis rupestris,Rosaceae,Rosales,false,false,false,false,false
Echinochloa crus-galli,Poaceae,Poales,false,false,false,false,false
Echinops sphaerocephalus,Asteraceae,Asterales,false,false,false,false,false
Elaeagnus angustifolia,Elaeagnaceae,Rosales,false,false,false,false,false
Eleocharis mamillata,Cyperaceae,Poales,true,true,true,false,false
Eleocharis mamillata,Cyperaceae,Poales,false,false,false,false,false
Elymus hispidus,Poaceae,Poales,false,false,false,false,false
Elymus repens,Poaceae,Poales,false,false,false,false,false
Eleocharis parvula,Cyperaceae,Poales,false,false,false,false,false
Elymus drucei,Poaceae,Poales,false,false,false,false,false
Festuca pallens,Poaceae,Poales,false,false,false,false,false
Elymus laxus,Poaceae,Poales,false,false,false,false,false
Elymus mucronatus,Poaceae,Poales,false,false,false,false,false
Elymus obtusiusculus,Poaceae,Poales,false,false,false,false,false
Elymus arenosus,Poaceae,Poales,false,false,false,false,false
Elymus athericus,Poaceae,Poales,false,false,false,false,false
Elymus hispidus,Poaceae,Poales,false,false,false,false,false
Elymus junceiformis,Poaceae,Poales,false,false,false,false,false
Elytrigia aenaeana,Poaceae,Poales,false,false,false,false,false
Elytrigia laxula,Poaceae,Poales,false,false,false,false,false
Erigeron acris,Asteraceae,Asterales,true,true,true,false,false
Deschampsia wibeliana,Poaceae,Poales,true,false,true,false,false
Echinochloa muricata,Poaceae,Poales,true,true,true,false,false
Elymus caninus,Poaceae,Poales,true,true,true,false,false
Dianthus deltoides,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Dysphania pumilio,Chenopodiaceae,Caryophyllales,true,true,true,true,true
Eleocharis acicularis,Cyperaceae,Poales,true,false,true,true,false
Elymus repens,Gramineae,,true,true,true,false,false
Drosera intermedia,Droseraceae,Caryophyllales,true,false,false,false,false
Digitaria ischaemum,Poaceae,Poales,true,true,true,true,false
Eleocharis uniglumis,Cyperaceae,Poales,true,false,true,false,false
Doronicum grandiflorum,Asteraceae,Asterales,true,true,true,true,false
Drosera anglica,Droseraceae,Caryophyllales,true,false,true,false,false
Elymus repens,Poaceae,Poales,true,true,false,false,false
Dianthus gratianopolitanus,Caryophyllaceae,Caryophyllales,true,true,true,false,false
Eragrostis minor,Gramineae,,true,true,false,false,false
Eleocharis quinqueflora,Cyperaceae,Poales,true,true,true,true,false
Eleocharis palustris,Cyperaceae,Poales,true,false,false,false,false
Eleocharis ovata,Cyperaceae,Poales,true,false,false,false,false
Erigeron alpinus,Asteraceae,Asterales,false,false,false,false,false
Erigeron angulosus,Asteraceae,Asterales,false,false,false,false,false
Erigeron annuus,Asteraceae,Asterales,false,false,false,false,false
Erigeron annuus,Asteraceae,Asterales,false,false,false,false,false
Erigeron atticus,Asteraceae,Asterales,false,false,false,false,false
Dryas octopetala,Rosaceae,Rosales,true,true,false,true,false
Erigeron droebachiensis,Asteraceae,Asterales,false,false,false,false,false
Erigeron glabratus,Asteraceae,Asterales,false,false,false,false,false
Dryas octopetala,Rosaceae,Rosales,false,false,false,false,false
Erigeron schleicheri,Asteraceae,Asterales,false,false,false,false,false
Eriophorum gracile,Cyperaceae,Poales,false,false,false,false,false
Eriophorum scheuchzeri,Cyperaceae,Poales,false,false,false,false,false
Eupatorium cannabinum,Asteraceae,Asterales,false,false,false,false,false
Eurybia macrophylla,Asteraceae,Asterales,false,false,false,false,false
Festuca amethystina,Poaceae,Poales,false,false,false,false,false
Fagus sylvatica,Fagaceae,Fagales,false,false,false,false,false
Festuca amethystina,Poaceae,Poales,false,false,false,false,false
Festuca alpina,Poaceae,Poales,false,false,false,false,false
Festuca amethystina,Poaceae,Poales,false,false,false,false,false
Festuca apennina,Poaceae,Poales,false,false,false,false,false
Festuca arundinacea,Poaceae,Poales,false,false,false,false,false
Festuca brevipila,Poaceae,Poales,false,false,false,false,false
Festuca guestfalica,Poaceae,Poales,false,false,false,false,false
Festuca guestfalica,Poaceae,Poales,false,false,false,false,false
Festuca csikhegyensis,Poaceae,Poales,false,false,false,false,false
Festuca duvalii,Poaceae,Poales,false,false,false,false,false
Festuca heteromalla,Poaceae,Poales,false,false,false,false,false
Festuca nigrescens,Poaceae,Poales,false,false,false,false,false
Festuca heteropachys,Poaceae,Poales,false,false,false,false,false
Festuca laevigata,Poaceae,Poales,false,false,false,false,false
Festuca makutrensis,Poaceae,Poales,false,false,false,false,false
Festuca nigrescens,Poaceae,Poales,false,false,false,false,false
Festuca nigricans,Poaceae,Poales,false,false,false,false,false
Festuca psammophila,Poaceae,Poales,false,false,false,false,false
Festuca norica,Poaceae,Poales,false,false,false,false,false
Fallopia convolvulus,Polygonaceae,Caryophyllales,true,true,false,true,true
Fagopyrum tataricum,Polygonaceae,Caryophyllales,true,false,false,false,false
Inula britannica,Asteraceae,Asterales,true,true,false,false,false
Eriophorum angustifolium,Cyperaceae,Poales,true,true,true,true,false
Fallopia dumetorum,Polygonaceae,Caryophyllales,true,true,true,true,false
Eriophorum latifolium,Cyperaceae,Poales,true,true,true,true,false
Erigeron annuus,Compositae,,true,true,true,true,false
Festuca heterophylla,Poaceae,Poales,true,true,true,true,false
Erigeron canadensis,Asteraceae,Asterales,true,true,true,true,false
Eragrostis multicaulis,Poaceae,Poales,true,true,true,false,false
Eragrostis cilianensis,Poaceae,Poales,true,true,true,true,false
Festuca gigantea,Poaceae,Poales,true,true,true,true,false
Fallopia japonica,Polygonaceae,Caryophyllales,true,true,false,true,false
Fallopia sachalinensis,Polygonaceae,Caryophyllales,true,false,false,true,false
Eragrostis minor,Poaceae,Poales,true,true,true,true,false
Eragrostis pilosa,Poaceae,Poales,true,true,true,false,false
Festuca arundinacea,Gramineae,,true,true,true,true,false
Eragrostis albensis,Poaceae,Poales,true,true,true,false,false
Festuca filiformis,Poaceae,Poales,true,false,false,false,false
Festuca pallens,Poaceae,Poales,false,false,false,false,false
Festuca pulchella,Poaceae,Poales,false,false,false,false,false
Festuca polesiaca,Poaceae,Poales,false,false,false,false,false
Festuca pulchella,Poaceae,Poales,false,false,false,false,false
Festuca pulchra,Poaceae,Poales,false,false,false,false,false
Erigeron neglectus,Asteraceae,Asterales,false,false,false,false,false
Festuca rhenana,Poaceae,Poales,false,false,false,false,false
Festuca rubra,Poaceae,Poales,false,false,false,false,false
Festuca trichophylla,Poaceae,Poales,false,false,false,false,false
Festuca supina,Poaceae,Poales,false,false,false,false,false
Festuca valesiaca,Poaceae,Poales,false,false,false,false,false
Filipendula ulmaria,Rosaceae,Rosales,true,false,true,false,false
Filago lutescens,Asteraceae,Asterales,false,false,false,false,false
Fragaria viridis,Rosaceae,Rosales,true,false,false,false,false
Filago pyramidata,Asteraceae,Asterales,false,false,false,false,false
Filipendula ulmaria,Rosaceae,Rosales,false,false,false,false,false
Frangula alnus,Rhamnaceae,Rosales,true,true,true,true,true
Fragaria bifera,Rosaceae,Rosales,false,false,false,false,false
Fragaria viridis,Rosaceae,Rosales,false,false,false,false,false
Glyceria maxima,Poaceae,Poales,false,false,false,false,false
Geum reptans,Rosaceae,Rosales,false,false,false,false,false
Glyceria nemoralis,Poaceae,Poales,false,false,false,false,false
Glyceria striata,Poaceae,Poales,false,false,false,false,false
Glyceria striata,Poaceae,Poales,false,false,false,false,false
